%
%	这是工人能力的数据
%
%	2018/6/9

@RELATION trait

@ATTRIBUTE workerid NUMERIC
%标注类型一
@ATTRIBUTE trait_1_1 NUMERIC
@ATTRIBUTE trait_1_2 NUMERIC
@ATTRIBUTE trait_1_3 NUMERIC
@ATTRIBUTE trait_1_4 NUMERIC
@ATTRIBUTE trait_1_5 NUMERIC
@ATTRIBUTE trait_1_6 NUMERIC
@ATTRIBUTE trait_1_7 NUMERIC
@ATTRIBUTE trait_1_8 NUMERIC
@ATTRIBUTE trait_1_9 NUMERIC
@ATTRIBUTE trait_1_10 NUMERIC
@ATTRIBUTE trait_1_11 NUMERIC
@ATTRIBUTE trait_1_12 NUMERIC
@ATTRIBUTE trait_1_13 NUMERIC
@ATTRIBUTE trait_1_14 NUMERIC
@ATTRIBUTE trait_1_15 NUMERIC
@ATTRIBUTE trait_1_16 NUMERIC
@ATTRIBUTE trait_1_17 NUMERIC
@ATTRIBUTE trait_1_18 NUMERIC
@ATTRIBUTE trait_1_19 NUMERIC
@ATTRIBUTE trait_1_20 NUMERIC
@ATTRIBUTE trait_1_21 NUMERIC
@ATTRIBUTE trait_1_22 NUMERIC
@ATTRIBUTE trait_1_23 NUMERIC
@ATTRIBUTE trait_1_24 NUMERIC
@ATTRIBUTE trait_1_25 NUMERIC
@ATTRIBUTE trait_1_26 NUMERIC
@ATTRIBUTE trait_1_27 NUMERIC
@ATTRIBUTE trait_1_28 NUMERIC
@ATTRIBUTE trait_1_29 NUMERIC
@ATTRIBUTE trait_1_30 NUMERIC
%标注类型二
@ATTRIBUTE trait_2_1 NUMERIC
@ATTRIBUTE trait_2_2 NUMERIC
@ATTRIBUTE trait_2_3 NUMERIC
@ATTRIBUTE trait_2_4 NUMERIC
@ATTRIBUTE trait_2_5 NUMERIC
@ATTRIBUTE trait_2_6 NUMERIC
@ATTRIBUTE trait_2_7 NUMERIC
@ATTRIBUTE trait_2_8 NUMERIC
@ATTRIBUTE trait_2_9 NUMERIC
@ATTRIBUTE trait_2_10 NUMERIC
@ATTRIBUTE trait_2_11 NUMERIC
@ATTRIBUTE trait_2_12 NUMERIC
@ATTRIBUTE trait_2_13 NUMERIC
@ATTRIBUTE trait_2_14 NUMERIC
@ATTRIBUTE trait_2_15 NUMERIC
@ATTRIBUTE trait_2_16 NUMERIC
@ATTRIBUTE trait_2_17 NUMERIC
@ATTRIBUTE trait_2_18 NUMERIC
@ATTRIBUTE trait_2_19 NUMERIC
@ATTRIBUTE trait_2_20 NUMERIC
@ATTRIBUTE trait_2_21 NUMERIC
@ATTRIBUTE trait_2_22 NUMERIC
@ATTRIBUTE trait_2_23 NUMERIC
@ATTRIBUTE trait_2_24 NUMERIC
@ATTRIBUTE trait_2_25 NUMERIC
@ATTRIBUTE trait_2_26 NUMERIC
@ATTRIBUTE trait_2_27 NUMERIC
@ATTRIBUTE trait_2_28 NUMERIC
@ATTRIBUTE trait_2_29 NUMERIC
@ATTRIBUTE trait_2_30 NUMERIC
%标注类型三
@ATTRIBUTE trait_3_1 NUMERIC
@ATTRIBUTE trait_3_2 NUMERIC
@ATTRIBUTE trait_3_3 NUMERIC
@ATTRIBUTE trait_3_4 NUMERIC
@ATTRIBUTE trait_3_5 NUMERIC
@ATTRIBUTE trait_3_6 NUMERIC
@ATTRIBUTE trait_3_7 NUMERIC
@ATTRIBUTE trait_3_8 NUMERIC
@ATTRIBUTE trait_3_9 NUMERIC
@ATTRIBUTE trait_3_10 NUMERIC
@ATTRIBUTE trait_3_11 NUMERIC
@ATTRIBUTE trait_3_12 NUMERIC
@ATTRIBUTE trait_3_13 NUMERIC
@ATTRIBUTE trait_3_14 NUMERIC
@ATTRIBUTE trait_3_15 NUMERIC
@ATTRIBUTE trait_3_16 NUMERIC
@ATTRIBUTE trait_3_17 NUMERIC
@ATTRIBUTE trait_3_18 NUMERIC
@ATTRIBUTE trait_3_19 NUMERIC
@ATTRIBUTE trait_3_20 NUMERIC
@ATTRIBUTE trait_3_21 NUMERIC
@ATTRIBUTE trait_3_22 NUMERIC
@ATTRIBUTE trait_3_23 NUMERIC
@ATTRIBUTE trait_3_24 NUMERIC
@ATTRIBUTE trait_3_25 NUMERIC
@ATTRIBUTE trait_3_26 NUMERIC
@ATTRIBUTE trait_3_27 NUMERIC
@ATTRIBUTE trait_3_28 NUMERIC
@ATTRIBUTE trait_3_29 NUMERIC
@ATTRIBUTE trait_3_30 NUMERIC
%标注类型四
@ATTRIBUTE trait_4_1 NUMERIC
@ATTRIBUTE trait_4_2 NUMERIC
@ATTRIBUTE trait_4_3 NUMERIC
@ATTRIBUTE trait_4_4 NUMERIC
@ATTRIBUTE trait_4_5 NUMERIC
@ATTRIBUTE trait_4_6 NUMERIC
@ATTRIBUTE trait_4_7 NUMERIC
@ATTRIBUTE trait_4_8 NUMERIC
@ATTRIBUTE trait_4_9 NUMERIC
@ATTRIBUTE trait_4_10 NUMERIC
@ATTRIBUTE trait_4_11 NUMERIC
@ATTRIBUTE trait_4_12 NUMERIC
@ATTRIBUTE trait_4_13 NUMERIC
@ATTRIBUTE trait_4_14 NUMERIC
@ATTRIBUTE trait_4_15 NUMERIC
@ATTRIBUTE trait_4_16 NUMERIC
@ATTRIBUTE trait_4_17 NUMERIC
@ATTRIBUTE trait_4_18 NUMERIC
@ATTRIBUTE trait_4_19 NUMERIC
@ATTRIBUTE trait_4_20 NUMERIC
@ATTRIBUTE trait_4_21 NUMERIC
@ATTRIBUTE trait_4_22 NUMERIC
@ATTRIBUTE trait_4_23 NUMERIC
@ATTRIBUTE trait_4_24 NUMERIC
@ATTRIBUTE trait_4_25 NUMERIC
@ATTRIBUTE trait_4_26 NUMERIC
@ATTRIBUTE trait_4_27 NUMERIC
@ATTRIBUTE trait_4_28 NUMERIC
@ATTRIBUTE trait_4_29 NUMERIC
@ATTRIBUTE trait_4_30 NUMERIC
%标注类型五
@ATTRIBUTE trait_5_1 NUMERIC
@ATTRIBUTE trait_5_2 NUMERIC
@ATTRIBUTE trait_5_3 NUMERIC
@ATTRIBUTE trait_5_4 NUMERIC
@ATTRIBUTE trait_5_5 NUMERIC
@ATTRIBUTE trait_5_6 NUMERIC
@ATTRIBUTE trait_5_7 NUMERIC
@ATTRIBUTE trait_5_8 NUMERIC
@ATTRIBUTE trait_5_9 NUMERIC
@ATTRIBUTE trait_5_10 NUMERIC
@ATTRIBUTE trait_5_11 NUMERIC
@ATTRIBUTE trait_5_12 NUMERIC
@ATTRIBUTE trait_5_13 NUMERIC
@ATTRIBUTE trait_5_14 NUMERIC
@ATTRIBUTE trait_5_15 NUMERIC
@ATTRIBUTE trait_5_16 NUMERIC
@ATTRIBUTE trait_5_17 NUMERIC
@ATTRIBUTE trait_5_18 NUMERIC
@ATTRIBUTE trait_5_19 NUMERIC
@ATTRIBUTE trait_5_20 NUMERIC
@ATTRIBUTE trait_5_21 NUMERIC
@ATTRIBUTE trait_5_22 NUMERIC
@ATTRIBUTE trait_5_23 NUMERIC
@ATTRIBUTE trait_5_24 NUMERIC
@ATTRIBUTE trait_5_25 NUMERIC
@ATTRIBUTE trait_5_26 NUMERIC
@ATTRIBUTE trait_5_27 NUMERIC
@ATTRIBUTE trait_5_28 NUMERIC
@ATTRIBUTE trait_5_29 NUMERIC
@ATTRIBUTE trait_5_30 NUMERIC



@DATA
100000229,14,0,0,0,0,2,12,0,9,4,0,0,5,0,0,6,0,0,0,0,0,0,0,0,13,0,0,0,0,0,0,7,7,0,0,0,0,0,0,17,11,0,0,0,4,14,0,4,0,0,14,5,0,0,0,0,11,21,4,0,0,0,0,0,8,6,0,0,13,0,0,0,11,0,0,0,12,0,0,0,0,0,0,5,0,0,0,0,11,0,0,0,4,0,0,0,0,20,0,0,0,15,1,0,0,0,0,0,0,0,10,0,0,0,0,0,0,14,0,0,0,0,4,0,0,0,0,0,17,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,0,0,0,0
100000230,0,4,0,0,0,0,3,0,15,0,13,0,0,19,0,0,0,0,0,0,3,14,11,1,0,9,0,0,15,0,0,0,0,16,0,0,17,0,2,3,0,0,2,6,0,0,5,1,16,0,17,0,6,0,0,19,14,0,0,0,6,0,17,0,0,0,0,0,0,16,2,0,12,0,10,0,0,0,0,10,0,0,11,0,0,0,0,0,0,0,7,0,0,0,0,0,0,2,0,13,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,16,0,0,0,0,0,16,13,0,0,0,0,0,2,6,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0
100000231,11,0,1,4,0,6,11,0,0,0,0,0,0,0,0,0,16,0,11,0,0,0,19,0,0,0,4,7,0,0,0,0,0,0,17,15,0,0,0,0,0,0,0,0,0,0,0,0,26,0,0,0,0,0,0,8,0,0,4,0,0,0,0,0,0,4,0,0,2,0,0,0,0,0,0,0,0,0,2,13,0,0,12,0,0,4,0,18,0,9,0,0,0,0,0,0,17,0,0,0,0,0,0,14,0,8,13,3,0,0,0,7,0,0,4,4,17,0,0,0,0,0,0,17,0,0,0,0,0,6,0,0,0,0,0,0,7,0,0,20,0,0,0,23,6,0,0,11,0,0
100000232,0,0,0,0,19,0,0,0,0,0,0,0,6,0,0,0,19,0,0,0,0,0,10,5,0,0,21,0,0,0,12,0,0,0,0,0,4,0,0,0,17,0,0,12,0,0,0,7,0,16,0,0,0,2,5,12,0,0,0,0,0,18,0,0,0,0,0,0,0,0,0,0,0,0,0,19,0,3,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,8,13,0,0,0,12,9,0,7,0,0,0,11,0,0,3,0,0,0,0,0,12,0,6,0,11,0,0,0,6,0,17,0,0,12,0,5,6,15,0,0,0,0,0,0,17,16,12,0,2,0,0,0,0,8,0
100000233,0,10,0,0,0,0,14,6,0,0,12,0,7,0,5,0,0,0,13,0,0,0,0,6,0,0,12,0,10,0,15,0,0,2,12,0,0,8,8,0,0,0,0,0,9,12,0,0,4,0,3,0,0,0,0,0,0,0,0,12,0,4,0,0,0,13,0,0,0,0,16,0,5,0,0,4,0,0,0,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0,7,0,20,0,0,0,13,0,0,0,0,0,0,0,13,11,0,0,0,0,0,8,7,0,14,0,0,0,0,0,0,0,0,0,12,2,0,0,0,7,5,0,0,19,0,0,0,0,14,16,18,0,0,0,8,0
100000234,0,0,0,7,13,5,0,0,0,0,0,0,0,0,0,12,0,11,0,0,0,0,14,0,0,0,0,0,0,12,0,0,0,1,6,0,0,0,0,0,0,15,6,12,0,11,13,0,0,7,0,0,2,0,0,0,0,17,0,0,0,10,0,0,0,6,0,0,0,0,0,0,0,0,12,0,7,20,0,0,19,0,0,0,0,7,0,0,0,3,0,10,0,0,0,0,0,0,0,0,0,0,11,2,5,4,0,0,0,0,0,0,17,0,0,6,0,3,5,15,0,0,3,0,0,0,16,0,0,0,0,16,17,0,0,0,0,19,0,0,10,4,0,0,0,2,0,0,0,0
100000235,0,0,5,11,2,0,0,0,0,0,1,0,18,8,0,0,7,0,0,0,0,0,0,0,0,2,8,0,0,0,0,0,0,0,0,0,7,0,0,1,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,6,16,4,0,2,0,8,7,0,0,1,16,11,0,0,0,13,0,0,0,0,0,0,14,6,0,0,0,0,0,0,3,0,0,0,15,0,0,0,8,0,0,0,11,12,0,2,0,0,0,12,0,8,0,0,0,0,0,24,0,0,0,0,0,18,13,0,0,0,13,0,0,0,7,0,0,12,0,12,0,0,0,0,0,0,0,5,18,0,0,0,0,0,0,0
100000236,0,0,5,0,5,0,0,0,0,16,0,8,16,12,0,0,0,0,17,0,0,0,0,0,15,0,12,7,0,0,0,0,6,8,6,0,0,0,0,0,0,0,0,14,0,11,0,0,0,0,4,0,0,0,0,8,4,0,0,16,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,13,0,0,10,0,0,7,0,0,3,0,6,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21,0,17,4,12,0,4,0,16,0,0,3,0,0,0,0,4,0,0,0,0,8,0,14,5,9,0,0
100000237,9,0,8,0,0,11,0,0,0,0,0,4,17,0,0,16,0,13,14,0,5,0,0,4,0,0,0,0,15,6,0,4,11,4,0,13,0,0,0,0,0,0,0,0,0,11,0,0,0,0,16,0,0,0,0,0,0,0,1,0,13,0,0,4,0,0,0,0,0,16,0,0,17,0,0,0,4,2,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,7,0,2,0,0,0,14,0,0,19,13,0,0,0,15,16,13,0,0,13,14,0,11,0,0,0,0,1,0,0,0,0,2,0,11,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,15,0,5,0,20,7
100000238,0,14,0,2,0,0,0,2,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,18,0,0,0,14,15,0,0,0,0,0,13,0,0,0,0,0,17,0,0,0,12,0,0,0,6,0,0,0,0,13,0,6,0,0,0,0,0,0,5,0,4,0,5,0,0,0,0,2,16,0,0,0,0,2,0,7,12,8,0,0,0,0,0,0,20,0,13,0,0,13,0,0,0,0,0,5,0,20,15,0,0,4,13,0,10,0,0,0,0,0,3,0,0,0,0,0,0,14,0,0,0,13,15,0,5,0,0,0,6,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0
100000239,12,8,0,0,5,0,0,14,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,18,0,0,0,15,13,0,0,0,13,0,0,0,0,0,0,0,0,0,0,15,0,0,0,0,13,12,0,0,0,0,0,0,14,0,0,0,8,0,0,0,0,0,7,0,9,0,0,0,0,0,0,6,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,0,0,5,12,5,0,0,0,0,0,0,0,4,7,0,8,6,7,16,0,0,4,0,0,0,0,11,12,17,0,19,0,4,0,12,1,15,0,13,16,0,0,0,0,0,13,0
100000240,15,0,0,0,0,0,0,0,0,5,0,13,0,8,0,14,0,0,0,0,0,0,0,2,0,3,0,0,13,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,0,0,0,0,9,13,0,0,0,0,0,0,5,0,0,0,11,0,0,0,0,0,0,3,0,0,0,0,0,12,0,0,0,0,0,0,0,18,0,0,0,0,6,0,6,0,0,0,0,0,0,0,0,0,0,23,0,8,0,16,0,0,0,0,0,6,16,13,12,0,0,0,0,0,0,0,13,5,0,0,4,0,0,0,16,18,0,0,0,9,0,14,16,0,5,0,0,13,0,0,14,0
100000241,0,0,0,0,0,0,0,0,0,14,14,7,0,13,0,0,0,4,0,0,7,5,0,0,11,0,0,5,0,0,0,11,0,0,0,0,5,0,0,0,19,6,0,0,20,14,0,0,18,0,0,0,0,0,16,0,0,0,0,0,7,0,12,0,0,0,0,0,3,0,11,0,8,0,0,6,0,0,0,0,0,0,0,0,11,0,12,0,0,0,0,0,0,0,3,16,0,16,18,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,0,0,15,0,0,3,0,0,0,0,4,14,0,15,0,0,16,0,0,0,0,0,0,0,0,9,0,7,0,3,0,16,0
100000242,0,0,0,0,0,0,0,0,0,0,0,0,15,0,0,0,6,0,0,12,0,3,0,18,6,6,0,0,1,0,7,0,0,0,0,14,19,0,0,9,0,0,4,0,0,0,0,0,0,14,0,0,0,0,0,0,0,5,0,0,0,0,14,0,0,0,6,0,0,0,14,0,0,0,0,5,0,16,0,16,0,0,0,6,0,0,0,0,20,0,0,0,0,0,0,0,0,0,0,0,10,12,0,15,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,14,12,3,0,11,0,4,17,0,0,12,6,0,0,0,0,13,0,13,0,0,10,5,0,20,0,0,0
100000243,0,0,0,0,0,0,15,0,13,0,0,0,0,12,0,1,21,0,0,0,14,4,0,0,0,0,4,0,0,0,0,12,23,0,0,0,0,0,0,2,11,8,4,0,16,0,0,0,0,0,9,0,0,6,0,12,21,0,0,0,0,12,0,3,0,0,0,0,14,0,15,0,0,0,14,0,0,0,3,0,0,0,7,0,0,11,0,0,0,0,0,0,0,0,16,0,0,0,0,5,0,0,14,0,0,0,0,0,7,0,0,0,11,0,4,0,0,0,0,0,6,0,14,0,0,0,0,0,0,0,0,0,4,10,6,2,0,0,0,0,0,0,0,2,0,0,0,15,15,0
100000244,18,0,0,19,0,0,0,7,0,0,0,0,6,0,0,0,0,0,0,0,8,0,1,2,0,12,5,0,17,0,0,0,0,0,0,0,5,0,0,0,5,11,0,0,0,0,0,0,0,7,0,2,0,0,0,0,0,0,0,0,0,3,0,0,2,0,0,0,0,0,0,0,0,0,0,0,11,0,5,0,16,19,0,0,0,13,0,0,16,0,17,12,15,0,0,0,13,0,0,11,0,7,0,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,14,0,0,0,0,0,0,7,0,11,0,0,0,18,8,9,0,0,5,0,0,5
100000245,0,0,0,0,14,0,0,12,0,0,0,3,0,0,0,4,2,0,0,0,0,0,0,0,0,0,0,13,0,0,0,0,0,0,0,0,7,12,20,0,0,4,0,0,6,9,13,0,0,0,0,0,0,12,6,0,0,7,0,0,0,9,16,5,10,0,0,8,0,0,0,0,0,11,0,0,0,0,0,6,0,0,0,11,0,0,0,0,0,15,0,0,0,0,0,0,0,14,6,0,0,7,0,0,0,7,0,0,0,14,0,0,5,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,15,0,0,0,0,18,8,0,0,0,13,0,0,17,0,0,0,0,12,0,0,12
100000246,9,0,0,0,0,0,15,0,0,0,0,0,4,0,0,0,0,0,16,0,6,12,0,0,15,0,0,0,12,0,0,0,0,16,0,0,0,0,12,0,0,1,0,0,13,0,7,14,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,4,0,11,0,0,0,3,0,0,0,7,0,0,0,0,0,0,0,6,7,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,8,0,0,8,7,0,0,0,0,0,11,0,0,0,0,0,15,6,0,0,0,0,0,0,8,0,0,0,0,28,0,0,0,12,0,0,0,14,12,3,0,7,0,0,2,0
100000247,0,0,0,0,10,0,12,0,0,0,4,0,0,0,0,0,0,8,0,0,4,0,8,0,0,0,0,0,0,10,0,0,0,12,11,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,4,0,4,12,14,0,0,0,13,0,0,0,0,0,13,2,0,0,0,13,21,0,0,17,13,0,18,4,6,0,0,0,14,0,0,0,3,22,3,0,0,15,0,6,0,0,0,0,23,0,12,0,0,0,0,0,0,0,9,0,0,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,2
100000248,0,0,0,0,6,0,0,0,0,5,0,19,5,3,0,11,0,8,0,3,1,7,20,0,0,5,2,0,0,0,0,0,0,7,0,0,0,0,0,8,0,0,6,0,0,0,17,0,0,0,0,0,0,0,0,0,19,0,17,0,0,0,0,4,0,1,0,0,4,0,9,0,0,0,2,7,1,0,0,0,0,2,0,11,0,13,13,0,7,1,15,0,0,0,2,11,0,0,3,12,0,0,6,0,0,0,0,0,7,13,0,0,0,0,2,0,0,0,0,0,4,7,0,20,7,0,0,0,12,0,0,0,5,0,3,0,0,13,0,0,0,7,0,0,0,0,0,17,0,0
100000249,0,0,9,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,13,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,7,16,6,0,0,0,0,0,0,0,0,3,0,0,0,0,0,4,0,15,13,15,0,0,0,0,9,0,13,0,0,0,0,0,6,0,0,6,0,0,0,0,3,0,0,6,0,0,0,0,15,0,0,0,0,0,0,0,21,5,0,0,0,15,0,0,18,0,0,0,0,19,0,10,0,0,0,0,0,0,4,0,0,0,0,12,0,0,0,2,22,0,12,0,0,0,6,0
100000250,0,0,13,8,2,21,0,0,15,7,0,0,22,0,0,11,15,0,21,0,0,0,0,0,0,0,0,0,15,7,13,0,2,0,0,15,0,0,0,0,5,13,0,0,12,0,0,22,8,6,0,0,11,14,0,0,0,0,0,0,3,0,12,0,0,0,0,0,0,0,0,0,0,0,0,16,3,0,0,13,0,0,16,7,12,0,0,0,0,0,0,19,0,0,13,0,0,0,0,0,0,0,0,0,10,0,0,8,1,8,0,6,0,0,0,0,0,15,18,11,0,17,17,0,0,0,0,0,13,0,1,0,7,0,0,0,8,0,0,0,12,0,17,4,0,0,9,0,13,0
100000251,0,12,7,17,0,15,0,1,10,3,0,0,0,4,15,0,0,0,0,0,0,0,0,0,0,3,1,0,0,0,12,0,2,0,0,0,0,4,14,7,0,4,18,0,0,0,0,0,0,0,1,0,19,0,0,0,0,0,8,8,0,0,0,6,0,3,0,18,0,0,0,0,0,0,0,0,0,18,0,0,0,7,0,0,0,0,5,0,0,0,0,4,4,0,0,9,14,0,13,0,4,0,0,0,12,0,0,0,0,0,8,0,0,0,0,10,0,0,11,0,0,0,5,0,10,2,0,0,0,7,6,16,0,0,0,13,0,0,10,0,0,0,0,0,0,0,0,0,0,12
100000252,0,19,0,14,4,0,0,0,0,0,0,0,0,6,3,0,0,0,0,0,0,0,14,14,0,0,0,0,0,0,6,0,14,0,0,8,0,12,0,0,4,0,0,0,0,0,2,0,0,0,0,0,0,0,0,9,7,0,13,0,0,0,0,0,0,0,8,18,0,0,0,0,0,6,4,0,12,0,0,0,12,4,0,0,0,0,0,0,0,11,0,2,12,0,8,0,0,0,2,0,0,15,0,0,0,0,0,0,3,0,0,0,7,0,0,12,14,0,0,0,0,0,0,13,0,0,0,0,0,0,0,0,12,0,0,0,0,14,0,0,0,0,0,0,0,0,0,6,0,19
100000253,0,0,12,0,0,0,0,14,0,0,0,0,0,0,0,2,0,0,0,0,17,0,0,0,0,1,6,16,0,0,8,0,8,0,5,0,0,0,0,0,0,0,16,0,0,17,0,13,0,0,0,0,0,0,16,0,8,0,0,0,14,14,0,0,0,0,15,15,5,8,0,0,0,0,0,0,0,0,11,0,2,10,0,12,0,0,12,0,5,0,12,0,0,0,0,0,0,13,0,13,8,18,0,6,0,9,0,0,12,13,0,0,0,8,0,0,0,0,0,0,0,11,5,0,0,0,15,18,11,0,8,2,14,0,3,0,0,16,0,2,0,12,20,0,4,0,0,0,3,0
100000254,4,0,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,17,0,0,0,0,1,0,0,0,0,0,0,7,0,13,0,0,14,0,5,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,4,13,15,0,0,0,9,0,0,0,4,0,0,0,8,0,0,0,0,0,0,0,12,0,0,0,5,0,0,17,0,0,0,0,14,21,0,0,2,0,0,5,0,0,14,8,0,0,0,0,0,0,0,6,0,0,0,0,16,18,0,0,0,4,0,0,0,0,11,0,0,0,0,17,0,0,8,0,14,13,0,0,0,0,15,0,0,4,0,0,0,0,0,0,0,0
100000255,0,8,0,0,0,0,17,0,0,0,1,0,0,16,0,0,0,0,0,11,0,0,0,0,2,16,0,8,0,14,0,0,0,3,0,0,2,19,0,5,0,0,0,0,0,9,4,0,0,0,4,0,0,0,0,15,0,0,0,0,12,0,0,0,0,0,0,0,0,15,4,18,0,0,0,0,0,0,0,7,1,0,0,0,15,0,0,0,0,16,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,7,0,0,9,11,0,0,21,0,0,1,0,8,5,0,14,0,13,1,0,0,0,0,0,0,0,0,0,8,0,8,0,0,0,0,0,6,0,0,0,1,0,0
100000256,0,0,0,0,0,9,0,0,0,0,0,11,0,13,0,12,0,0,0,0,16,0,0,0,0,2,0,0,0,13,2,0,7,0,0,0,15,0,0,0,17,0,0,0,0,11,0,0,0,0,0,0,9,0,15,0,0,14,0,0,13,0,0,0,0,0,14,0,0,0,0,0,0,0,0,0,0,15,0,0,0,0,0,0,0,3,13,0,17,0,18,0,0,0,0,0,12,0,0,0,0,0,0,0,4,14,0,14,0,7,0,0,0,0,0,13,14,0,0,0,0,0,0,0,0,0,13,2,0,1,16,0,0,0,0,0,0,0,0,0,0,9,16,0,0,0,0,0,0,0
100000257,0,0,5,0,7,0,0,0,0,0,1,15,0,0,0,0,4,0,0,0,0,8,0,0,3,0,0,0,0,0,0,0,0,15,0,0,0,0,0,1,0,0,4,0,0,0,14,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,15,0,0,0,4,0,0,0,0,0,13,12,0,15,0,0,0,0,0,0,0,0,0,0,20,0,0,0,0,4,0,13,4,5,0,0,0,0,20,0,0,0,0,17,7,0,0,22,3,0,0,14,7,0,0,4,0,0,15,7,0,0,9,0,0,6,0,13,18,0,0,0,0,0,0,7
100000258,5,0,0,0,0,0,0,18,0,0,0,0,14,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,20,0,0,0,0,6,0,0,0,0,16,2,0,0,6,7,0,0,0,0,0,0,0,0,0,0,3,15,0,0,0,6,16,6,3,0,4,0,0,0,13,0,16,0,0,0,17,12,18,0,11,0,0,15,15,0,0,0,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0,4,9,0,0,0,13,0,5,0,2,22,0,0,7,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,3,20,15,0,0,0,16,0,0,5,3,0,0
100000259,6,13,3,0,10,0,0,14,0,0,0,0,0,0,12,0,0,0,0,1,0,16,0,0,0,0,0,0,0,0,0,0,5,0,14,0,5,0,0,8,0,0,0,0,0,0,0,0,0,0,18,0,0,0,0,0,0,19,0,3,0,0,0,11,0,0,13,0,0,0,0,0,14,0,0,0,20,0,16,0,0,0,16,16,0,15,16,0,0,0,0,16,0,0,0,0,0,3,0,0,8,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,7,0,0,0,13,0,0,2,8,3,0,0,3,16,0,0,12,0,4,0,0,0,5,0,0,0,0,0,8,0,0,0,0
100000260,16,0,0,0,0,12,0,0,0,0,0,0,0,13,0,0,7,0,0,0,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,0,6,14,0,15,0,0,1,0,21,6,0,0,11,0,0,0,0,0,0,0,8,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,3,5,0,0,7,0,0,0,0,0,0,18,0,0,0,0,0,0,0,12,0,0,15,0,6,0,0,15,0,7,0,0,0,0,13,0,3,0,0,7,0,0,0,0,0,0,0,0,0,0,14,4,0,0,0,0,13,0,0,0,0,0,8,0,0,0,0,0,0,0,5,11,0,0
100000261,0,1,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,6,12,0,7,15,0,0,0,0,0,12,0,0,6,0,0,8,0,0,0,0,0,13,2,0,0,0,0,0,21,0,0,0,0,4,0,20,0,0,0,0,0,0,0,14,0,0,3,0,0,0,0,0,0,8,0,0,0,3,0,0,0,0,0,0,23,7,0,0,0,11,13,15,0,18,2,4,0,8,0,0,6,0,0,0,0,0,0,0,0,0,0,0,5,17,0,15,3,0,0,0,0,0,0,14,17,0,0,0,0,0,0,0,0,5,0,0,0,0,0,9,5,0,0,0,0,0,0,12
