%
%	这是工人兴趣的数据
%
%	2018/6/9

@RELATION interest

@ATTRIBUTE workerid NUMERIC
%标注类型一
@ATTRIBUTE interest_1_1 NUMERIC
@ATTRIBUTE interest_1_2 NUMERIC
@ATTRIBUTE interest_1_3 NUMERIC
@ATTRIBUTE interest_1_4 NUMERIC
@ATTRIBUTE interest_1_5 NUMERIC
@ATTRIBUTE interest_1_6 NUMERIC
@ATTRIBUTE interest_1_7 NUMERIC
@ATTRIBUTE interest_1_8 NUMERIC
@ATTRIBUTE interest_1_9 NUMERIC
@ATTRIBUTE interest_1_10 NUMERIC
@ATTRIBUTE interest_1_11 NUMERIC
@ATTRIBUTE interest_1_12 NUMERIC
@ATTRIBUTE interest_1_13 NUMERIC
@ATTRIBUTE interest_1_14 NUMERIC
@ATTRIBUTE interest_1_15 NUMERIC
@ATTRIBUTE interest_1_16 NUMERIC
@ATTRIBUTE interest_1_17 NUMERIC
@ATTRIBUTE interest_1_18 NUMERIC
@ATTRIBUTE interest_1_19 NUMERIC
@ATTRIBUTE interest_1_20 NUMERIC
@ATTRIBUTE interest_1_21 NUMERIC
@ATTRIBUTE interest_1_22 NUMERIC
@ATTRIBUTE interest_1_23 NUMERIC
@ATTRIBUTE interest_1_24 NUMERIC
@ATTRIBUTE interest_1_25 NUMERIC
@ATTRIBUTE interest_1_26 NUMERIC
@ATTRIBUTE interest_1_27 NUMERIC
@ATTRIBUTE interest_1_28 NUMERIC
@ATTRIBUTE interest_1_29 NUMERIC
@ATTRIBUTE interest_1_30 NUMERIC
%标注类型二
@ATTRIBUTE interest_2_1 NUMERIC
@ATTRIBUTE interest_2_2 NUMERIC
@ATTRIBUTE interest_2_3 NUMERIC
@ATTRIBUTE interest_2_4 NUMERIC
@ATTRIBUTE interest_2_5 NUMERIC
@ATTRIBUTE interest_2_6 NUMERIC
@ATTRIBUTE interest_2_7 NUMERIC
@ATTRIBUTE interest_2_8 NUMERIC
@ATTRIBUTE interest_2_9 NUMERIC
@ATTRIBUTE interest_2_10 NUMERIC
@ATTRIBUTE interest_2_11 NUMERIC
@ATTRIBUTE interest_2_12 NUMERIC
@ATTRIBUTE interest_2_13 NUMERIC
@ATTRIBUTE interest_2_14 NUMERIC
@ATTRIBUTE interest_2_15 NUMERIC
@ATTRIBUTE interest_2_16 NUMERIC
@ATTRIBUTE interest_2_17 NUMERIC
@ATTRIBUTE interest_2_18 NUMERIC
@ATTRIBUTE interest_2_19 NUMERIC
@ATTRIBUTE interest_2_20 NUMERIC
@ATTRIBUTE interest_2_21 NUMERIC
@ATTRIBUTE interest_2_22 NUMERIC
@ATTRIBUTE interest_2_23 NUMERIC
@ATTRIBUTE interest_2_24 NUMERIC
@ATTRIBUTE interest_2_25 NUMERIC
@ATTRIBUTE interest_2_26 NUMERIC
@ATTRIBUTE interest_2_27 NUMERIC
@ATTRIBUTE interest_2_28 NUMERIC
@ATTRIBUTE interest_2_29 NUMERIC
@ATTRIBUTE interest_2_30 NUMERIC
%标注类型三
@ATTRIBUTE interest_3_1 NUMERIC
@ATTRIBUTE interest_3_2 NUMERIC
@ATTRIBUTE interest_3_3 NUMERIC
@ATTRIBUTE interest_3_4 NUMERIC
@ATTRIBUTE interest_3_5 NUMERIC
@ATTRIBUTE interest_3_6 NUMERIC
@ATTRIBUTE interest_3_7 NUMERIC
@ATTRIBUTE interest_3_8 NUMERIC
@ATTRIBUTE interest_3_9 NUMERIC
@ATTRIBUTE interest_3_10 NUMERIC
@ATTRIBUTE interest_3_11 NUMERIC
@ATTRIBUTE interest_3_12 NUMERIC
@ATTRIBUTE interest_3_13 NUMERIC
@ATTRIBUTE interest_3_14 NUMERIC
@ATTRIBUTE interest_3_15 NUMERIC
@ATTRIBUTE interest_3_16 NUMERIC
@ATTRIBUTE interest_3_17 NUMERIC
@ATTRIBUTE interest_3_18 NUMERIC
@ATTRIBUTE interest_3_19 NUMERIC
@ATTRIBUTE interest_3_20 NUMERIC
@ATTRIBUTE interest_3_21 NUMERIC
@ATTRIBUTE interest_3_22 NUMERIC
@ATTRIBUTE interest_3_23 NUMERIC
@ATTRIBUTE interest_3_24 NUMERIC
@ATTRIBUTE interest_3_25 NUMERIC
@ATTRIBUTE interest_3_26 NUMERIC
@ATTRIBUTE interest_3_27 NUMERIC
@ATTRIBUTE interest_3_28 NUMERIC
@ATTRIBUTE interest_3_29 NUMERIC
@ATTRIBUTE interest_3_30 NUMERIC
%标注类型四
@ATTRIBUTE interest_4_1 NUMERIC
@ATTRIBUTE interest_4_2 NUMERIC
@ATTRIBUTE interest_4_3 NUMERIC
@ATTRIBUTE interest_4_4 NUMERIC
@ATTRIBUTE interest_4_5 NUMERIC
@ATTRIBUTE interest_4_6 NUMERIC
@ATTRIBUTE interest_4_7 NUMERIC
@ATTRIBUTE interest_4_8 NUMERIC
@ATTRIBUTE interest_4_9 NUMERIC
@ATTRIBUTE interest_4_10 NUMERIC
@ATTRIBUTE interest_4_11 NUMERIC
@ATTRIBUTE interest_4_12 NUMERIC
@ATTRIBUTE interest_4_13 NUMERIC
@ATTRIBUTE interest_4_14 NUMERIC
@ATTRIBUTE interest_4_15 NUMERIC
@ATTRIBUTE interest_4_16 NUMERIC
@ATTRIBUTE interest_4_17 NUMERIC
@ATTRIBUTE interest_4_18 NUMERIC
@ATTRIBUTE interest_4_19 NUMERIC
@ATTRIBUTE interest_4_20 NUMERIC
@ATTRIBUTE interest_4_21 NUMERIC
@ATTRIBUTE interest_4_22 NUMERIC
@ATTRIBUTE interest_4_23 NUMERIC
@ATTRIBUTE interest_4_24 NUMERIC
@ATTRIBUTE interest_4_25 NUMERIC
@ATTRIBUTE interest_4_26 NUMERIC
@ATTRIBUTE interest_4_27 NUMERIC
@ATTRIBUTE interest_4_28 NUMERIC
@ATTRIBUTE interest_4_29 NUMERIC
@ATTRIBUTE interest_4_30 NUMERIC
%标注类型五
@ATTRIBUTE interest_5_1 NUMERIC
@ATTRIBUTE interest_5_2 NUMERIC
@ATTRIBUTE interest_5_3 NUMERIC
@ATTRIBUTE interest_5_4 NUMERIC
@ATTRIBUTE interest_5_5 NUMERIC
@ATTRIBUTE interest_5_6 NUMERIC
@ATTRIBUTE interest_5_7 NUMERIC
@ATTRIBUTE interest_5_8 NUMERIC
@ATTRIBUTE interest_5_9 NUMERIC
@ATTRIBUTE interest_5_10 NUMERIC
@ATTRIBUTE interest_5_11 NUMERIC
@ATTRIBUTE interest_5_12 NUMERIC
@ATTRIBUTE interest_5_13 NUMERIC
@ATTRIBUTE interest_5_14 NUMERIC
@ATTRIBUTE interest_5_15 NUMERIC
@ATTRIBUTE interest_5_16 NUMERIC
@ATTRIBUTE interest_5_17 NUMERIC
@ATTRIBUTE interest_5_18 NUMERIC
@ATTRIBUTE interest_5_19 NUMERIC
@ATTRIBUTE interest_5_20 NUMERIC
@ATTRIBUTE interest_5_21 NUMERIC
@ATTRIBUTE interest_5_22 NUMERIC
@ATTRIBUTE interest_5_23 NUMERIC
@ATTRIBUTE interest_5_24 NUMERIC
@ATTRIBUTE interest_5_25 NUMERIC
@ATTRIBUTE interest_5_26 NUMERIC
@ATTRIBUTE interest_5_27 NUMERIC
@ATTRIBUTE interest_5_28 NUMERIC
@ATTRIBUTE interest_5_29 NUMERIC
@ATTRIBUTE interest_5_30 NUMERIC



@DATA
100000237,2,1,1,1,3,3,4,2,1,0,2,1,2,2,2,1,3,3,2,2,1,1,0,2,2,2,1,1,1,2,2,2,1,1,2,2,3,0,0,3,0,2,1,2,0,2,3,1,2,2,1,1,2,0,2,1,1,2,3,2,1,2,0,2,3,1,2,2,0,2,1,4,2,2,2,3,1,2,2,4,1,3,2,1,1,3,3,2,2,2,3,2,0,1,2,2,2,2,3,1,1,0,0,1,3,3,1,0,2,0,2,1,0,2,1,3,1,2,0,1,0,3,2,2,3,1,2,2,3,2,2,1,1,1,2,3,1,3,1,4,3,2,0,1,2,4,2,1,4,1
100000238,1,1,0,2,1,3,0,2,1,2,1,2,1,2,2,1,1,2,0,0,2,2,3,2,2,1,2,3,1,2,3,1,2,1,1,2,1,2,4,0,1,0,2,3,1,1,3,1,1,1,2,1,2,0,4,2,1,2,1,1,1,0,3,1,2,2,2,0,3,2,4,2,1,1,0,2,3,1,1,0,2,1,3,2,2,2,1,2,1,2,1,0,2,2,2,3,4,0,2,1,0,1,1,2,1,4,1,0,2,1,2,2,2,0,4,1,1,2,2,2,1,1,2,2,2,2,2,0,4,0,1,4,2,2,2,1,0,1,0,2,1,0,3,1,0,2,1,1,1,2
100000239,2,3,0,3,1,2,3,3,0,2,2,2,3,0,1,2,1,3,1,4,2,2,3,2,2,2,2,0,4,2,1,4,2,2,2,2,2,1,1,3,1,3,3,0,3,2,2,1,4,1,2,2,2,1,1,2,1,1,2,1,1,2,0,2,1,1,3,2,2,0,0,3,4,0,1,0,3,3,2,1,2,3,1,0,2,2,3,3,3,3,2,2,1,0,3,1,2,1,1,1,1,1,2,0,0,1,3,0,0,1,3,0,0,4,1,1,2,1,2,3,2,2,2,0,2,3,0,1,2,1,1,1,2,1,0,1,2,1,1,2,0,0,1,1,0,0,1,1,1,2
100000240,1,2,2,2,2,1,0,1,2,3,1,1,2,1,2,1,2,3,2,2,1,2,0,1,2,2,1,2,2,1,2,1,3,2,2,3,2,3,2,2,1,2,2,2,3,2,2,4,0,1,2,2,0,1,2,2,2,0,0,2,4,2,1,2,3,0,3,0,1,2,3,2,0,2,4,3,1,3,0,1,2,2,3,2,1,2,1,1,2,2,2,0,0,2,4,3,2,2,2,2,2,3,2,4,2,2,1,1,2,0,3,2,4,1,1,3,1,1,3,2,3,2,2,2,2,2,1,1,0,2,4,2,0,0,3,0,1,4,1,2,3,0,4,3,2,2,1,2,1,3
100000241,1,1,2,1,1,3,2,2,2,4,2,2,2,0,2,2,0,0,3,3,2,1,2,2,2,3,2,3,3,0,0,0,3,0,1,1,2,2,2,3,3,2,0,2,3,2,2,3,2,2,0,1,1,1,2,3,2,0,3,1,0,1,3,0,2,2,4,2,1,1,1,2,0,1,3,2,2,1,2,1,1,2,2,1,1,2,1,2,2,1,0,2,2,3,2,2,0,4,2,2,3,1,2,0,2,2,1,1,2,4,3,4,0,0,2,0,2,0,1,2,0,0,1,2,3,0,2,2,3,3,2,3,3,2,2,3,1,1,1,3,2,3,2,2,3,0,0,2,2,0
100000242,1,2,1,1,1,2,2,3,2,2,3,1,3,2,0,0,2,1,1,2,1,2,1,0,3,0,4,3,2,3,2,1,1,0,2,2,2,0,2,0,2,2,3,3,1,1,4,1,2,1,2,2,2,2,1,2,4,3,0,3,3,2,0,2,2,1,1,2,1,0,2,2,3,3,0,2,1,1,2,2,1,1,1,2,0,0,1,2,1,2,4,2,1,2,2,1,2,2,2,1,1,0,2,1,2,0,2,2,1,2,4,2,2,2,2,4,1,0,3,2,0,0,1,0,0,2,3,1,1,1,2,1,2,2,1,1,2,2,0,0,2,3,3,2,2,3,2,1,3,1
100000243,1,3,3,4,1,3,2,3,0,0,2,1,3,1,1,0,2,2,2,3,3,2,2,1,0,0,0,2,3,2,2,2,3,1,2,2,2,3,2,2,2,1,2,2,2,1,2,1,2,0,3,0,4,2,2,1,2,1,1,2,3,1,1,2,4,2,1,3,0,2,1,2,2,1,2,2,3,4,2,2,2,3,2,3,0,0,1,1,3,2,2,2,1,0,2,3,2,2,1,2,2,2,2,2,1,2,0,1,2,0,2,2,2,2,1,1,2,2,1,1,2,2,0,0,1,4,3,2,2,2,1,1,2,0,2,3,2,1,2,2,1,3,1,0,2,1,1,2,2,1
100000244,2,4,1,1,3,2,2,2,2,2,0,2,2,1,4,1,2,4,1,2,2,2,1,2,1,4,0,1,3,1,0,1,3,0,2,3,1,2,2,3,2,1,2,2,3,2,1,1,3,2,0,1,2,2,2,2,2,1,3,2,2,2,4,4,2,1,4,2,2,3,2,2,0,3,3,1,2,2,3,2,3,2,2,2,4,3,1,3,3,2,0,3,1,2,2,1,1,1,2,2,0,1,3,2,2,2,2,3,1,2,0,3,2,2,2,2,2,2,0,2,2,0,0,0,3,3,2,2,3,2,3,1,3,1,0,2,2,0,2,0,2,2,2,1,1,3,2,2,1,1
100000245,2,2,1,3,0,2,1,1,1,2,3,0,2,0,2,2,4,1,2,0,0,2,2,1,2,2,0,4,0,2,2,1,0,2,1,2,3,0,2,1,1,2,0,2,2,2,2,1,2,2,2,1,2,1,1,3,3,3,3,1,2,3,1,1,1,4,1,1,2,4,1,2,4,2,3,1,2,3,2,2,1,2,2,1,2,2,1,3,1,2,2,1,3,2,1,2,2,3,2,2,2,2,2,1,2,4,4,1,1,1,2,2,2,2,2,1,0,2,2,2,2,2,2,0,2,1,1,1,0,3,1,3,2,2,0,2,1,2,3,1,0,1,1,0,2,3,2,3,0,2
100000246,0,2,0,3,2,2,3,3,2,2,1,0,2,3,3,0,1,0,2,1,1,1,1,1,1,4,0,4,1,1,1,2,2,1,0,2,2,2,1,2,1,2,2,2,1,3,2,2,3,3,0,1,1,0,1,3,1,2,2,1,2,3,2,1,2,1,0,3,2,0,2,2,1,0,2,1,1,3,1,1,0,2,2,2,2,1,1,3,1,0,1,1,2,4,2,3,2,2,2,3,2,2,1,1,1,1,1,3,2,2,2,1,2,2,1,1,2,1,3,0,2,2,2,1,1,1,1,2,2,0,2,2,2,1,2,2,3,4,1,2,2,3,1,3,2,3,1,2,2,1
100000247,2,1,0,2,2,2,2,2,1,1,1,2,2,0,1,1,2,0,3,2,2,2,0,2,0,1,1,1,2,2,2,1,2,2,1,4,1,0,2,3,2,0,3,3,0,4,0,0,3,3,2,2,2,2,2,1,1,1,2,1,2,2,2,1,3,3,1,2,0,1,2,4,2,2,1,2,2,1,1,2,0,3,0,1,1,2,0,0,2,2,1,1,0,0,1,2,1,1,0,2,0,3,1,2,3,3,1,3,3,2,2,1,3,3,3,4,3,1,0,1,0,1,1,2,1,4,2,2,1,1,4,2,4,2,2,1,0,0,0,3,4,3,0,0,0,1,2,2,2,2
100000248,3,3,2,1,2,2,2,2,3,0,0,2,2,1,2,1,3,1,3,2,2,2,3,0,3,1,2,1,0,2,1,2,2,2,0,2,2,2,1,1,1,2,1,3,0,2,1,3,2,3,1,3,2,1,2,0,3,2,2,0,3,2,1,3,2,1,0,0,2,4,2,1,2,2,1,1,3,0,1,2,2,2,2,2,3,1,3,1,1,2,3,2,1,3,2,2,3,2,2,3,1,0,2,1,2,0,2,2,4,0,3,2,2,2,1,2,3,0,2,1,1,1,1,1,2,0,2,1,3,3,4,3,3,3,2,3,1,2,2,0,3,2,4,3,0,2,2,0,1,1
100000249,2,1,1,2,3,1,2,0,1,2,2,4,2,2,0,1,2,3,2,3,1,2,3,0,2,3,0,2,1,0,2,2,4,0,2,0,2,2,4,0,1,1,2,3,2,1,1,1,1,1,2,2,1,4,3,0,3,1,2,2,3,2,1,0,1,2,2,2,1,2,4,1,0,2,4,3,2,0,1,2,2,0,2,3,2,2,2,2,2,1,1,1,3,3,2,1,3,1,1,2,0,2,1,2,2,3,1,2,0,1,0,2,1,3,3,1,1,1,2,2,2,2,2,0,0,4,0,1,2,1,1,2,2,2,2,2,2,1,1,1,1,0,1,2,4,0,3,1,2,2
100000250,2,2,2,1,2,1,1,2,1,1,2,2,0,1,2,2,3,0,3,2,2,2,0,2,1,1,3,2,0,2,2,2,2,1,1,2,0,2,2,2,3,2,1,2,1,0,2,1,0,2,1,2,4,1,4,2,2,2,2,2,2,1,2,0,0,0,0,1,2,0,2,3,1,0,2,3,3,0,2,2,2,0,2,1,0,2,2,1,1,0,2,2,2,1,2,2,2,2,0,2,2,4,2,0,2,1,2,2,2,1,2,0,2,2,0,2,1,2,2,3,1,2,2,2,2,0,4,2,2,3,1,3,1,1,3,0,4,2,2,1,2,2,2,2,1,2,1,1,3,2
100000251,2,1,1,0,3,2,0,2,3,2,2,0,1,1,3,1,1,2,0,2,2,0,3,0,0,2,0,1,1,2,0,2,1,2,2,2,1,2,2,1,1,1,2,3,2,1,0,0,2,2,1,4,2,1,1,3,1,1,2,2,2,2,2,1,1,2,2,2,2,3,2,4,2,1,1,2,2,3,2,3,2,3,1,1,2,4,1,2,0,2,0,1,1,1,1,2,2,4,2,2,2,2,2,2,2,2,1,0,2,1,1,0,1,2,0,2,0,2,1,3,2,3,1,2,2,4,2,2,2,2,1,0,2,2,2,2,3,1,1,1,2,0,1,4,1,2,2,1,4,1
100000252,1,0,2,0,2,2,1,2,2,1,2,1,2,1,2,1,2,3,2,0,1,2,1,4,0,3,2,2,2,2,2,2,0,2,0,2,3,2,1,2,1,2,2,3,1,1,2,2,2,3,3,2,1,3,1,2,1,2,1,0,2,1,3,1,2,0,3,1,1,4,1,0,2,2,2,2,2,3,0,0,2,0,3,2,1,3,0,1,2,2,1,1,1,2,0,1,0,2,1,1,1,2,3,3,2,1,1,1,1,3,1,2,2,2,1,2,2,1,1,0,2,2,2,1,3,2,2,2,3,1,3,1,1,3,4,3,1,1,2,2,3,2,0,2,2,4,2,1,0,2
100000253,2,1,2,3,3,2,2,3,2,1,2,2,4,3,0,1,1,1,1,3,2,4,2,0,0,2,1,1,1,2,2,3,1,3,2,2,1,2,2,2,4,2,2,1,2,1,3,2,1,1,2,1,3,2,1,1,2,1,1,0,3,2,2,1,2,2,1,3,2,1,3,2,1,2,2,3,1,2,0,1,0,0,2,2,2,1,3,4,3,3,2,1,3,2,2,2,2,2,0,3,0,0,2,0,2,2,1,2,1,0,2,4,1,4,1,0,2,1,1,2,2,0,2,2,2,2,1,1,1,1,0,1,1,1,3,2,2,4,2,1,0,4,0,3,2,1,4,2,2,0
100000254,1,1,3,0,4,2,2,0,1,2,1,2,3,0,1,2,2,2,2,2,0,3,3,2,4,3,2,2,4,1,1,1,2,2,2,1,3,1,0,4,3,0,4,2,1,2,1,1,1,2,3,0,2,1,2,1,2,2,2,1,1,2,1,3,3,2,0,3,0,0,2,3,2,0,0,0,1,2,1,2,2,1,1,3,1,1,3,3,1,3,1,3,2,2,2,0,3,1,1,2,2,2,2,2,0,0,3,1,4,2,2,1,3,1,2,2,0,0,2,0,1,3,0,3,1,2,2,1,2,1,1,0,2,2,1,4,2,0,0,1,0,2,0,1,0,2,2,1,0,2
100000255,0,2,2,2,1,4,2,2,2,3,3,2,1,2,1,1,2,0,0,2,2,1,2,2,2,3,1,3,2,2,1,2,2,3,1,2,0,2,2,1,1,1,2,3,3,2,4,2,2,2,3,0,1,1,2,2,0,2,2,2,3,2,2,1,2,3,1,1,1,1,0,2,0,1,2,4,3,1,2,2,4,2,4,3,2,1,3,1,2,0,2,2,2,4,3,0,3,2,2,0,2,1,3,2,2,3,4,2,0,2,1,1,1,2,1,3,2,3,1,2,2,2,0,2,1,2,1,1,2,1,0,2,2,2,1,3,2,2,2,2,0,0,3,2,3,1,2,2,1,2
100000256,2,3,1,3,3,2,2,3,1,1,4,2,1,2,0,1,3,1,2,2,2,0,2,2,0,3,2,2,0,4,1,1,2,2,1,1,1,2,3,1,1,1,1,1,1,1,4,2,1,1,2,1,1,2,0,2,2,2,3,2,1,2,1,1,1,2,0,2,1,1,1,1,2,2,3,0,1,0,2,2,0,2,3,2,2,2,1,1,2,3,2,3,3,1,4,1,2,3,1,2,2,0,2,2,2,1,1,3,2,3,2,2,2,4,1,2,4,2,2,3,3,2,0,1,1,1,1,2,2,0,2,0,2,2,2,3,1,0,0,3,0,1,1,4,3,3,3,1,2,1
100000257,2,3,1,4,2,4,2,0,1,2,2,2,2,3,0,2,2,2,0,2,1,2,0,3,2,0,2,2,3,1,3,2,2,1,3,1,2,2,3,2,1,1,3,2,1,0,1,2,0,2,0,1,3,3,2,4,3,1,2,2,2,2,2,2,3,0,1,0,2,1,2,3,3,3,2,3,1,2,0,2,0,2,0,0,2,1,1,1,1,2,1,3,2,1,0,1,2,3,3,1,2,2,2,1,4,1,1,4,1,2,1,0,1,2,4,0,3,1,0,1,0,4,1,2,3,0,1,1,2,2,1,2,2,0,1,2,2,0,3,1,1,3,2,2,1,1,0,2,1,3
100000258,2,2,1,4,2,2,1,2,0,0,1,2,1,3,0,2,0,2,1,2,2,1,0,2,2,3,2,3,1,2,2,2,4,2,0,2,0,2,4,2,1,0,1,2,2,1,3,2,0,4,0,2,2,3,2,1,2,2,2,2,1,2,2,3,1,1,2,1,0,2,3,2,2,2,2,1,1,2,2,2,0,1,2,2,2,1,3,2,2,1,3,2,3,0,2,2,2,2,2,0,4,1,3,1,1,1,0,0,0,1,2,2,1,2,0,2,1,2,2,2,1,2,1,2,2,2,2,0,2,2,1,2,1,2,2,0,2,0,2,1,1,3,3,0,2,3,1,0,2,2
100000259,3,2,2,2,2,1,2,1,2,2,2,0,3,3,0,1,1,1,4,2,3,1,3,1,1,1,0,1,2,2,3,1,2,1,1,0,2,3,3,1,2,0,1,2,1,2,3,3,1,1,1,1,2,2,0,2,2,2,2,1,3,3,3,1,2,2,2,1,2,2,2,2,2,2,0,0,3,1,0,2,1,2,2,2,3,0,1,1,2,2,3,2,4,4,1,1,2,2,0,2,2,1,3,2,1,1,2,1,2,3,2,1,2,0,0,2,1,0,1,1,1,1,4,2,2,2,0,2,3,2,3,3,2,1,3,2,2,1,4,1,0,1,3,2,2,1,1,3,4,1
100000260,0,3,1,1,2,3,2,4,1,2,1,1,0,4,0,0,1,3,1,3,3,2,3,2,1,2,1,0,1,2,3,2,4,3,2,0,2,2,1,0,1,1,4,0,3,2,3,2,3,2,2,0,0,3,3,2,2,2,2,2,2,2,2,0,2,1,1,2,2,3,0,1,1,4,2,2,0,1,2,2,1,1,0,2,2,2,1,0,3,1,1,2,2,1,1,3,2,2,1,0,2,0,1,2,2,2,4,2,3,0,2,1,0,2,2,3,1,2,1,2,3,0,1,2,2,1,2,2,1,3,1,1,2,1,2,2,2,1,2,3,0,2,2,2,2,1,0,1,2,1
100000261,1,1,0,2,2,2,2,0,2,1,4,1,1,4,1,2,2,1,2,1,2,1,0,1,3,1,1,2,1,0,2,2,2,2,0,4,0,3,2,0,0,1,2,2,3,2,3,2,3,0,2,0,2,2,1,0,1,2,2,2,2,3,2,2,1,2,1,3,1,1,2,1,2,2,0,0,2,1,3,3,2,1,2,2,2,4,4,2,4,0,0,2,2,1,2,2,2,3,3,2,0,3,3,2,0,1,2,2,2,2,3,0,2,3,3,2,1,3,0,2,2,1,1,1,0,2,4,2,1,3,1,1,2,2,1,2,3,2,2,0,2,1,2,2,1,1,2,2,2,1
100000262,1,1,3,0,2,0,3,2,1,3,2,1,1,2,2,1,2,2,2,2,2,1,2,2,2,3,1,1,4,2,2,3,0,2,3,1,2,3,2,0,2,2,3,0,1,1,4,2,1,1,3,2,1,2,3,3,0,2,1,2,2,2,2,1,3,1,3,1,1,1,0,2,1,3,1,0,2,1,2,2,1,2,2,3,1,2,2,1,0,1,2,0,0,2,2,2,1,1,0,1,0,2,1,1,2,2,1,1,1,1,2,2,3,3,2,2,1,2,2,0,0,1,2,2,2,1,3,2,1,0,0,2,2,1,1,2,1,3,1,2,2,0,2,1,0,4,2,3,3,1
100000263,0,0,2,2,2,2,1,0,4,1,1,3,0,2,4,3,1,2,2,1,2,1,4,1,4,2,0,2,3,1,2,4,3,1,2,0,2,0,3,1,2,0,2,1,0,3,2,3,2,2,1,2,2,3,1,1,0,2,2,3,1,3,2,0,2,1,0,2,1,1,0,2,2,2,2,2,3,0,0,0,1,2,0,1,2,2,1,1,2,2,2,3,4,3,3,1,0,1,0,0,2,3,1,2,3,1,2,2,2,1,1,2,1,0,2,1,2,3,0,0,3,2,2,1,3,2,2,1,2,1,3,2,1,1,1,2,2,0,0,2,2,3,2,0,2,3,1,1,2,2
100000264,1,1,3,3,1,3,2,2,2,3,1,2,2,4,1,0,1,3,3,2,4,1,1,1,1,1,3,1,2,0,1,2,1,1,4,2,2,0,2,1,0,4,1,2,1,3,2,2,0,1,1,1,2,3,2,2,3,1,1,2,0,2,2,2,1,2,1,1,4,2,1,1,1,1,1,3,0,1,2,0,3,1,1,4,2,2,2,1,1,1,3,2,1,1,2,1,2,4,1,0,1,1,0,1,3,1,2,2,2,4,1,0,2,0,2,2,2,2,1,0,3,2,2,2,2,1,1,2,1,2,1,0,0,1,2,2,2,1,1,4,0,2,1,2,1,2,1,1,1,2
100000265,3,3,1,0,1,1,1,2,2,1,2,1,2,3,2,1,2,1,1,2,1,1,3,3,1,2,1,1,2,1,1,2,1,1,0,3,2,2,2,2,2,2,2,2,2,1,2,2,2,2,1,2,3,0,0,2,0,2,2,3,3,1,0,2,0,0,1,4,2,3,2,1,2,3,2,0,1,0,2,2,3,3,1,1,0,1,2,0,1,2,2,2,2,3,1,3,2,1,2,3,1,1,1,2,2,2,0,0,1,1,1,2,4,1,2,2,2,0,2,2,0,1,2,2,2,2,2,2,0,2,2,1,2,2,2,1,0,2,3,2,1,3,2,2,2,3,1,1,2,1
100000266,2,0,1,2,2,1,3,1,0,2,2,2,2,3,2,3,1,1,1,1,0,1,2,1,4,2,2,1,1,2,3,0,2,1,0,0,2,1,1,2,2,3,2,4,2,1,1,1,3,2,0,2,0,2,1,2,1,1,0,2,1,2,1,2,1,2,2,2,1,2,2,2,3,1,2,2,0,3,4,1,3,2,0,0,2,1,0,2,2,3,2,0,1,1,1,3,3,1,2,2,1,0,2,2,2,0,2,0,1,1,3,2,0,4,1,2,2,0,2,1,2,1,2,2,3,1,1,2,2,2,2,4,1,4,1,2,2,1,2,1,2,2,2,2,2,2,2,1,1,3
100000267,3,2,1,1,2,2,1,2,0,1,3,1,1,1,2,3,3,2,2,2,3,3,0,3,2,0,2,2,3,2,2,2,2,1,2,2,0,1,1,2,1,2,2,1,2,2,3,2,2,1,1,1,2,0,2,4,2,0,2,2,2,1,3,2,3,2,1,2,2,2,1,2,2,2,2,1,1,3,2,1,4,1,1,2,2,2,2,2,3,2,3,2,2,2,2,1,2,2,2,3,1,2,1,2,0,1,1,2,1,4,3,2,2,2,3,0,1,0,1,2,3,2,1,1,2,1,3,2,2,3,1,1,2,2,0,2,1,2,1,3,2,0,2,1,0,3,1,3,2,1
100000268,1,3,2,1,1,2,3,2,2,2,3,1,1,2,3,2,2,1,0,0,2,1,3,1,2,2,2,2,2,3,1,1,2,2,3,2,1,0,2,3,1,2,2,2,0,2,0,2,2,2,1,0,2,0,2,1,2,2,2,2,2,4,2,2,4,4,2,4,3,3,1,2,2,3,2,2,0,2,2,1,2,3,3,1,4,4,1,2,3,2,2,2,0,1,0,3,3,0,3,1,1,2,3,0,1,1,2,4,1,1,2,2,2,2,1,1,2,1,1,2,2,0,3,1,0,2,2,4,1,4,1,1,2,3,0,1,1,1,0,0,1,1,1,1,2,3,2,2,2,2
100000269,1,2,1,2,2,3,2,1,2,4,2,0,0,1,1,2,0,1,3,2,2,4,2,2,2,0,1,0,2,4,1,3,1,2,0,4,1,0,1,1,3,0,2,1,1,1,2,3,1,0,0,2,2,1,2,2,1,1,2,1,1,1,2,2,1,3,1,2,3,3,3,4,2,1,3,2,2,0,2,2,2,0,1,0,3,2,0,0,2,2,2,2,2,1,0,1,2,1,1,1,2,0,2,1,1,2,1,0,2,2,2,1,2,1,2,2,2,2,1,1,0,2,3,1,2,2,1,0,2,2,2,2,2,2,3,0,1,0,2,1,2,2,3,2,2,0,2,0,1,2
